url,nom,secteur_activite,adresse,code_postal,ville,pays,telephone,site_web
https://www.google.com/maps/place/Socalco+Nature+Hotel/data=!4m10!3m9!1s0xc605174546131cd:0x72a75e15ceb94aff!5m2!4m1!1i2!8m2!3d32.7229002!4d-17.1782506!16s%2Fg%2F11hf869fyn!19sChIJzTFhVHRRYAwR_0q5zhVep3I?authuser=0&hl=fr&rclk=1,Socalco Nature Hotel,,"
Caminho do Lombo do Salão Nº 13, 9370-174 Calheta, Portugal",,,France,"
+351 291 146 910",https://socalconature.com/
https://www.google.com/maps/place/Calheta+Glamping+Pods/data=!4m10!3m9!1s0xc6051e35c4a256b:0xcbb1c4d1fb91b061!5m2!4m1!1i2!8m2!3d32.7452823!4d-17.1852031!16s%2Fg%2F11fnv__f5_!19sChIJayVKXONRYAwRYbCR-9HEscs?authuser=0&hl=fr&rclk=1,Calheta Glamping Pods,,"
Caminho dos Serrões 193, 9370-240 Estreito da Calheta, Portugal",,,France,"
+351 968 452 016",http://calheta-glamping-pods-nature-retreat.com.es/
https://www.google.com/maps/place/Plage+de+Calheta/data=!4m7!3m6!1s0xc60510dd642ea67:0x1af8575b31249c87!8m2!3d32.7203488!4d-17.1783139!16s%2Fm%2F0ddc31v!19sChIJZ-pC1g1RYAwRh5wkMVtX-Bo?authuser=0&hl=fr&rclk=1,Plage de Calheta,Plage publique,"
Praia da, 9370-133 Estreito da Calheta, Portugal",,,France,"
+351 291 820 200",
https://www.google.com/maps/place/Porto+de+Recreio+da+Calheta/data=!4m7!3m6!1s0xc605112dca1d645:0xf8ecf7134dd6941!8m2!3d32.7186813!4d-17.1723403!16s%2Fg%2F11c6v3zcrh!19sChIJRdah3BJRYAwRQWndNHHPjg8?authuser=0&hl=fr&rclk=1,Porto de Recreio da Calheta,Port de plaisance,"
Calheta, Portugal",,,France,"
+351 291 823 425",http://portorecreiocalheta.pt/
https://www.google.com/maps/place/Natura+Corporis+Terapy+and+Massage/data=!4m7!3m6!1s0xc6051b20842c549:0x534776c5daaaa431!8m2!3d32.7255882!4d-17.1721195!16s%2Fg%2F11rzcwq11r!19sChIJScVCCLJRYAwRMaSq2sV2R1M?authuser=0&hl=fr&rclk=1,Natura Corporis Terapy and Massage,Massothérapeute,"
R. São João 29 fracção T Rés do chão, 9370-123 Calheta, Portugal",,,France,"
+351 926 162 562",
https://www.google.com/maps/place/Terapias+Relaxantes/data=!4m7!3m6!1s0xc605172184922ff:0x764fffb4fffbde4d!8m2!3d32.7205738!4d-17.1773928!16s%2Fg%2F11c30tj3g0!19sChIJ_yJJGHJRYAwRTd77_7T_T3Y?authuser=0&hl=fr&rclk=1,Terapias Relaxantes,Massothérapeute,"
Av. D. Manuel I, 9370-133 Calheta, Portugal",,,France,"
+351 963 316 667",http://www.terapiasrelaxantes.com/
https://www.google.com/maps/place/Thalasso+Sea+Spa+%7C+VidaMar+Hotels+%26+Resorts+%7C+Madeira/data=!4m7!3m6!1s0xc605f1176e1e90b:0x1c1c77b28197a8de!8m2!3d32.6373109!4d-16.9278841!16s%2Fg%2F11rd8g_w4q!19sChIJC-nhdhFfYAwR3qiXgbJ3HBw?authuser=0&hl=fr&rclk=1,Thalasso Sea Spa | VidaMar Hotels & Resorts | Madeira,Spa,"
Estrada Monumental 175, São Martinho, 9000-100 Funchal, Portugal",,,France,"
+351 291 717 700",https://madeira.vidamarresorts.com/pt/thalasso-sea-spa/
https://www.google.com/maps/place/Sala+Thai+massage+:+Calheta/data=!4m7!3m6!1s0xc60514f03cad2ef:0x1d924eaefd126b52!8m2!3d32.7169555!4d-17.1688822!16s%2Fg%2F11yz75xj5r!19sChIJ79LKA09RYAwRUmsS_a5Okh0?authuser=0&hl=fr&rclk=1,Sala Thai massage : Calheta,Salon de massage thaïlandais,"
Av. D. Manuel I 2, 9370-135 Calheta, Portugal",,,France,"
+351 960 311 087",http://letsrelaxthaimassage.com/
https://www.google.com/maps/place/Clinica+da+Estrela/data=!4m7!3m6!1s0xc6051be5243c12b:0x5be30043ee99291b!8m2!3d32.7305107!4d-17.1765441!16s%2Fg%2F11h1979q49!19sChIJK8FDUr5RYAwRGymZ7kMA41s?authuser=0&hl=fr&rclk=1,Clinica da Estrela,Salle de gym,"
Rua Padre Isaías de Freitas 9370-150, 9370-150 Calheta, Portugal",,,France,"
+351 291 822 835",https://www.facebook.com/pages/category/Physical-Therapist/Cl%C3%ADnica-da-Estrela-473888976150242/
https://www.google.com/maps/place/Olive+Nature+-+Hotel+%26+SPA/data=!4m10!3m9!1s0xd3b1b740704ab2f:0xe8c097e1b37abc22!5m2!4m1!1i2!8m2!3d41.59305!4d-7.303206!16s%2Fg%2F11hwfhh5wd!19sChIJL6sEB3QbOw0RIrx6s-GXwOg?authuser=0&hl=fr&rclk=1,Olive Nature - Hotel & SPA,,"
R. 1 do Bairro do Pomar, 5430-434 Valpaços, Portugal",,,France,"
+351 913 295 083",https://www.quintadonaadelaide.com/
https://www.google.com/maps/place/Grande+Hotel+Dom+Dinis/data=!4m10!3m9!1s0xd3b0ecf90b554d1:0xc54d3a18766471af!5m2!4m1!1i2!8m2!3d41.4852778!4d-7.1866667!16s%2Fg%2F1tgn60mk!19sChIJ0VS1kM8OOw0Rr3Fkdhg6TcU?authuser=0&hl=fr&rclk=1,Grande Hotel Dom Dinis,,"
Av. Nossa Sra. do Amparo, 5370-210 Mirandela, Portugal",,,France,"
+351 278 097 750",https://grandedomdinis.com/
https://www.google.com/maps/place/Hotel+Cora%C3%A7%C3%A3o+do+Tua/data=!4m10!3m9!1s0xd3b0ff02684f817:0xaef9c2227dd980d9!5m2!4m1!1i2!8m2!3d41.4841198!4d-7.1827665!16s%2Fg%2F11stvs67_2!19sChIJF_iEJvAPOw0R2YDZfSLC-a4?authuser=0&hl=fr&rclk=1,Hotel Coração do Tua,,"
Tv. de Santa Luzia, 5370-361 Mirandela, Portugal",,,France,"
+351 278 149 470",https://www.coracaodotua.pt/
https://www.google.com/maps/place/Hospital+Terra+Quente+S.A./data=!4m7!3m6!1s0xd3b0ecb4f30378d:0xb30cbe4e29a26327!8m2!3d41.4810711!4d-7.1794722!16s%2Fg%2F1pp2v0480!19sChIJjTcwT8sOOw0RJ2OiKU6-DLM?authuser=0&hl=fr&rclk=1,Hospital Terra Quente S.A.,Hôpital,"
R. 25 de Maio Nº119, 5370-535 Mirandela, Portugal",,,France,"
+351 278 400 400",https://www.htq.pt/
https://www.google.com/maps/place/aqualike/data=!4m7!3m6!1s0xd3b79d136fd4a4b:0x5c4e9c9d290ccecf!8m2!3d41.1870619!4d-7.11563!16s%2Fg%2F11g19yhhts!19sChIJS0r9NtF5Ow0Rz84MKZ2cTlw?authuser=0&hl=fr&rclk=1,aqualike,Parc aquatique,"
5360-303, Portugal",,,France,"
+351 279 096 000",
https://www.google.com/maps/place/Jardim+do+Largo+do+Capit%C3%A3o+Pinheiro+Torres+de+Meireles/data=!4m7!3m6!1s0xd246fd66e203f1d:0x830ff81bf7979d31!8m2!3d41.1515645!4d-8.6759638!16s%2Fg%2F11fk53qxkb!19sChIJHT8gbtZvJA0RMZ2X9xv4D4M?authuser=0&hl=fr&rclk=1,Jardim do Largo do Capitão Pinheiro Torres de Meireles,Parc citadin,"
Largo Cap. Pinheiro Torres de Meireles 99, 4150-671 Porto, Portugal",,,France,,
https://www.google.com/maps/place/Mirandela+Leisure+Park/data=!4m7!3m6!1s0xd3b0ed214db2397:0x20060d053b9b4a72!8m2!3d41.4877795!4d-7.1831214!16s%2Fg%2F11bc59tg2f!19sChIJlyPbFNIOOw0RckqbOwUNBiA?authuser=0&hl=fr&rclk=1,Mirandela Leisure Park,Parc,"
N15 94, Mirandela, Portugal",,,France,,http://www.visitmirandela.com/pages/1266?geo_article_id=149
https://www.google.com/maps/place/Pena+Aventura/data=!4m7!3m6!1s0xd24ce1854cba225:0xe3bfb6cee936e31e!8m2!3d41.5057163!4d-7.7995309!16s%2Fg%2F1tk64dls!19sChIJJaLLVBjOJA0RHuM26c62v-M?authuser=0&hl=fr&rclk=1,Pena Aventura,Parc d'attractions,"
Rua do, Travessa do Complexo Turístico de Lamelas 2, Portela de Santa Eulália, 4870-129 Ribeira de Pena, Portugal",,,France,"
+351 259 498 085",https://www.penaaventura.com.pt/
https://www.google.com/maps/place/Empire+Park/data=!4m7!3m6!1s0xd3b0ecc2deb9e01:0x825baff6f95854a3!8m2!3d41.4839521!4d-7.1838077!16s%2Fg%2F11bw66lg0b!19sChIJAZ7rLcwOOw0Ro1RY-favW4I?authuser=0&hl=fr&rclk=1,Empire Park,Parc,"
R. Dom Afonso III 46, 5370-408 Mirandela, Portugal",,,France,,
https://www.google.com/maps/place/Piscina+Municipal+de+Mirandela/data=!4m7!3m6!1s0xd3b0ecaa94b8acb:0x635f027f5dbebd4f!8m2!3d41.4773008!4d-7.1793861!16s%2Fg%2F11bwcqv59x!19sChIJy4pLqcoOOw0RT72-XX8CX2M?authuser=0&hl=fr&rclk=1,Piscina Municipal de Mirandela,Piscine municipale,"
R. da Força Aérea 52A, 5370-475 Mirandela, Portugal",,,France,"
+351 278 264 022",http://www.cm-mirandela.pt/
https://www.google.com/maps/place/Parque+Urbano+do+Rio+Diz/data=!4m7!3m6!1s0xd3cfac08f2ec72f:0x49ca9f9c314a6e67!8m2!3d40.5491176!4d-7.2444165!16s%2Fg%2F119vfnhq8!19sChIJL8cuj8D6PA0RZ25KMZyfykk?authuser=0&hl=fr&rclk=1,Parque Urbano do Rio Diz,Parc,"
N16, Guarda, Portugal",,,France,,
https://www.google.com/maps/place/Piscina+Maravilha/data=!4m7!3m6!1s0xd3b0f3cd660b70f:0x81f598eefa4cc2d2!8m2!3d41.5061609!4d-7.1974809!16s%2Fg%2F11c0vbl1qj!19sChIJD7dg1jwPOw0R0sJM-u6Y9YE?authuser=0&hl=fr&rclk=1,Piscina Maravilha,Terrain de camping,"
Rua da Maravilha, 5370-555 Mirandela, Portugal",,,France,"
+351 278 265 056",
https://www.google.com/maps/place/Parque+De+Campismo+3+Rios+Maravilha/data=!4m7!3m6!1s0xd3b0f3ccbb72acb:0xa8db4ea6886ddcd2!8m2!3d41.506722!4d-7.1969867!16s%2Fg%2F11c0slvk2q!19sChIJyyq3yzwPOw0R0txtiKZO26g?authuser=0&hl=fr&rclk=1,Parque De Campismo 3 Rios Maravilha,Terrain de camping,"
Mirandela, Portugal",,,France,"
+351 278 265 056",https://pt-pt.facebook.com/piscinamaravilha/
https://www.google.com/maps/place/Camping+Medas/data=!4m7!3m6!1s0xd24813b69a52681:0x7060e4b95c6e60b7!8m2!3d41.0387252!4d-8.4276754!16s%2Fg%2F119wwkl1q!19sChIJgSalaTuBJA0Rt2BuXLnkYHA?authuser=0&hl=fr&rclk=1,Camping Medas,Terrain de camping,"
Travessa Granja 21, Medas, Portugal",,,France,"
+351 22 207 2020",http://www.campidouro.pt/
https://www.google.com/maps/place/Casal+da+Porta+-+Quinta+da+Porta/data=!4m10!3m9!1s0xd3b0bc51b9b6903:0x955de5cdf8ece494!5m2!4m1!1i2!8m2!3d41.4473426!4d-7.1490151!16s%2Fg%2F11btl_rxzj!19sChIJA2mbG8ULOw0RlOTs-M3lXZU?authuser=0&hl=fr&rclk=1,Casal da Porta - Quinta da Porta,,"
R. São Sebastião, 5370-632 Mirandela, Portugal",,,France,"
+351 926 881 507",http://www.casaldaporta.pt/
https://www.google.com/maps/place/Hotel+Globo/data=!4m10!3m9!1s0xd3b092ce7c1ce47:0x40e2b409086eb2e4!5m2!4m1!1i2!8m2!3d41.4831352!4d-7.1904983!16s%2Fg%2F1v_ndt1y!19sChIJR87B5ywJOw0R5LJuCAm04kA?authuser=0&hl=fr&rclk=1,Hotel Globo,,"
R. Cidade de Orthez 35, 5370-320 Mirandela, Portugal",,,France,"
+351 21 431 6029",
https://www.google.com/maps/place/O+Casario/data=!4m10!3m9!1s0xd3b0f17c60cb399:0xc84d5b9976429cbd!5m2!4m1!1i2!8m2!3d41.5154803!4d-7.2180979!16s%2Fg%2F11ghpcgbx7!19sChIJmbMMxhcPOw0RvZxCdplbTcg?authuser=0&hl=fr&rclk=1,O Casario,,"
Eixes, Mirandela, N213 111, 5370-642 Mirandela, Portugal",,,France,"
+351 935 200 048",http://ocasario.pt/
https://www.google.com/maps/place/TUA+Sa%C3%BAde+Mirandela/data=!4m7!3m6!1s0xd3b0f8cea111f3d:0xff73393ac4d9a3ca!8m2!3d41.483411!4d-7.190026!16s%2Fg%2F11sc98nnj1!19sChIJPR8R6owPOw0RyqPZxDo5c_8?authuser=0&hl=fr&rclk=1,TUA Saúde Mirandela,Centre de rééducation,"
R. Dr. Joaquim Trigo de Negreiros 105, 5370-429 Mirandela, Portugal",,,France,"
+351 938 448 104",
https://www.google.com/maps/place/Flor+de+L%C3%B3tus/data=!4m7!3m6!1s0xd3b05736b0ec0a9:0xb7c658a8d494cc54!8m2!3d41.4844514!4d-7.1817159!16s%2Fg%2F11sc3kjglk!19sChIJqcAOa3MFOw0RVMyU1KhYxrc?authuser=0&hl=fr&rclk=1,Flor de Lótus,Institut de beauté,"
Largo Toural 17, 5370-278 Mirandela, Portugal",,,France,"
+351 910 513 888",https://flordelotus.pt/
https://www.google.com/maps/place/Hotel+Jorge+V/data=!4m10!3m9!1s0xd3b092b7ee70861:0x39c3b4639259cc23!5m2!4m1!1i2!8m2!3d41.4957416!4d-7.1756316!16s%2Fg%2F1tncv5s8!19sChIJYQjnfisJOw0RI8xZkmO0wzk?authuser=0&hl=fr&rclk=1,Hotel Jorge V,,"
Av. Comunidades Europeias 600, 5370-205 Mirandela, Portugal",,,France,"
+351 278 265 024",https://inspectvacationrental.com/residencial-jorge-v-portugal
https://www.google.com/maps/place/Quinta+das+Quint%C3%A3s/data=!4m10!3m9!1s0xd24b8f4eebcf4ff:0xa4d6ab69d8c22736!5m2!4m1!1i2!8m2!3d41.1186111!4d-7.9744444!16s%2Fg%2F1wrtf3vv!19sChIJ__S87vS4JA0RNifC2Gmr1qQ?authuser=0&hl=fr&rclk=1,Quinta das Quintãs,,"
Quinta Das Quintãs, 4640-210 São Tomé de Covelas, Portugal",,,France,"
+351 254 882 269",http://www.quintadasquintas.com/
https://www.google.com/maps/place/Douro+Cister+Hotel/data=!4m10!3m9!1s0xd3b545553b6122b:0xdbc61075e54db8e4!5m2!4m1!1i2!8m2!3d41.0611891!4d-7.7413886!16s%2Fg%2F11cm0fc1jj!19sChIJKxK2U1VUOw0R5LhN5XUQxts?authuser=0&hl=fr&rclk=1,Douro Cister Hotel,,"
Douro Cister Hotel Quinta Ruinas da Abadia Velha, 3610-175 Ucanha, Portugal",,,France,"
+351 254 678 100",http://www.dourocisterhotel.pt/
https://www.google.com/maps/place/Hotel+Douro+Scala/data=!4m10!3m9!1s0xd24ad8c5c9f73e7:0x34b155a9f89d61c7!5m2!4m1!1i2!8m2!3d41.167414!4d-7.847084!16s%2Fg%2F1hc0y0tqn!19sChIJ53OfXIytJA0Rx2Gd-KlVsTQ?authuser=0&hl=fr&rclk=1,Hotel Douro Scala,,"
R. do Paço, 5040-154 Cidadelhe, Portugal",,,France,"
+351 254 890 020",http://www.douroscala.pt/
https://www.google.com/maps/place/Peso+Village/data=!4m10!3m9!1s0xd24b944bde63103:0xe6c806e94e414725!5m2!4m1!1i2!8m2!3d41.2569812!4d-8.0267109!16s%2Fg%2F11j6c3126w!19sChIJAzHmvUS5JA0RJUdBTukGyOY?authuser=0&hl=fr&rclk=1,Peso Village,,"
Rua da Quinta do Peso 85, 4600-642 Gondar, Portugal",,,France,"
+351 969 374 480",https://www.pesovillage.pt/
https://www.google.com/maps/place/Douro+Marina+Hotel+%26+SPA/data=!4m10!3m9!1s0xd24a436f7b5a0d7:0x3fee8a620d577d3f!5m2!4m1!1i2!8m2!3d41.100102!4d-8.010227!16s%2Fg%2F11c5s5b4wg!19sChIJ16C19zakJA0RP31XDWKK7j8?authuser=0&hl=fr&rclk=1,Douro Marina Hotel & SPA,,"
Rua de Vila Nazaré 140, Caldas de Aregos, 4660-013 Miomães, Portugal",,,France,"
+351 254 870 700",http://douromarinahotel.com/
https://www.google.com/maps/place/Palace+Hotel+%26+Spa+Monte+Rio/data=!4m10!3m9!1s0xd23419e67afa069:0x1e6e9beb1c61f5fa!5m2!4m1!1i2!8m2!3d40.7404659!4d-8.0842381!16s%2Fg%2F1ttq3cq5!19sChIJaaCvZ55BIw0R-vVhHOubbh4?authuser=0&hl=fr&rclk=1,Palace Hotel & Spa Monte Rio,,"
Cruzamento com a variante - Várzea, Estr. da Lameira, 3660-692 São Pedro do Sul, Portugal",,,France,"
+351 232 720 040",http://www.hotelmonterio.com.pt/
https://www.google.com/maps/place/Time+to+Relax/data=!4m7!3m6!1s0xd24441d398617e9:0xa3e790355c727152!8m2!3d41.3590892!4d-8.7462821!16s%2Fg%2F11c2l94lb9!19sChIJ6ReGOR1EJA0RUnFyXDWQ56M?authuser=0&hl=fr&rclk=1,Time to Relax,Spa,"
R. dos Benguiados 248, 4480-794 Vila do Conde, Portugal",,,France,"
+351 965 598 369",https://spa.massage.ivof.com/time-to-relax/
https://www.google.com/maps/place/Swan+Day+Spa/data=!4m7!3m6!1s0xd1b2f31d93aa7f5:0xa50b3acb3a26ba77!8m2!3d37.1256006!4d-8.5794204!16s%2Fg%2F1tnst5nx!19sChIJ9ac62TEvGw0Rd7omOss6C6U?authuser=0&hl=fr&rclk=1,Swan Day Spa,Spa,"
R. Manuel Soares de Campos 2 Loja B, 8500-045 Alvor, Portugal",,,France,"
+351 919 191 941",http://www.swandayspa.pt/
https://www.google.com/maps/place/Time+For+Spa/data=!4m7!3m6!1s0xd1932f060bd367d:0xfaffa558ae8162d6!8m2!3d38.765371!4d-9.154183!16s%2Fg%2F11bzt24cmh!19sChIJfTa9YPAyGQ0R1mKBrlil__o?authuser=0&hl=fr&rclk=1,Time For Spa,Spa,"
R. Manuel Marques 15D R/C, 1750-169 Lisboa, Portugal",,,France,"
+351 21 156 9426",http://www.timeforspa.pt/
https://www.google.com/maps/place/SB+SPACE+BEAUTY+CARE/data=!4m7!3m6!1s0xd246542eaf7a8ed:0x1cfb3d088f708712!8m2!3d41.1244287!4d-8.6048893!16s%2Fg%2F11p5zlqb_z!19sChIJ7aj36kJlJA0REodwjwg9-xw?authuser=0&hl=fr&rclk=1,SB SPACE BEAUTY CARE,Spa,"
R. Parque da República 63, 4430-164 Vila Nova de Gaia, Portugal",,,France,"
+351 969 260 333",https://instagram.com/sabrancosobrancelhas?utm_medium=copy_link
https://www.google.com/maps/place/Mandalay+Spa+Flores/data=!4m7!3m6!1s0xd24654e6c1e67e1:0x126c539ebf28e5b7!8m2!3d41.1436944!4d-8.6142096!16s%2Fg%2F11h_z7yk78!19sChIJ4WcebE5lJA0Rt-Uov55TbBI?authuser=0&hl=fr&rclk=1,Mandalay Spa Flores,Spa,"
R. das Flores 27, 4050-416 Porto, Portugal",,,France,"
+351 22 004 7040",https://www.mandalay-spa.com/mandalay-spa-flores
https://www.google.com/maps/place/Casa+de+Canilhas/data=!4m10!3m9!1s0xd24ae1a1d19b86d:0x3b881e0de98420bc!5m2!4m1!1i2!8m2!3d41.1606756!4d-7.8805612!16s%2Fg%2F1tqg1mfm!19sChIJbbgZHRquJA0RvCCE6Q0eiDs?authuser=0&hl=fr&rclk=1,Casa de Canilhas,,"
Lugar da Banduja - Douro, 5040-302 Mesão Frio, Portugal",,,France,"
+351 254 891 181",http://www.canilhas.com/
https://www.google.com/maps/place/SAL+Spa+Luz+%E2%80%93+Massage+%26+Spa+in+Lagos+Algarve/data=!4m7!3m6!1s0xd1b317e1fc891f3:0x4e7e3277c737410e!8m2!3d37.0889716!4d-8.7292221!16s%2Fg%2F11n0rpqncq!19sChIJ85HIH34xGw0RDkE3x3cyfk4?authuser=0&hl=fr&rclk=1,SAL Spa Luz – Massage & Spa in Lagos Algarve,Spa,"
R. Direita 44, 8600-160 Luz, Portugal",,,France,"
+351 964 134 759",http://salspaluz.com/
https://www.google.com/maps/place/EcoMassage+-+Massage+Porto/data=!4m7!3m6!1s0xd2465ad42d5af05:0x6b977708280796d9!8m2!3d41.146089!4d-8.6077321!16s%2Fg%2F11jfdnsky2!19sChIJBa_VQq1lJA0R2ZYHKAh3l2s?authuser=0&hl=fr&rclk=1,EcoMassage - Massage Porto,Institut de massages,"
R. de 31 de Janeiro 210, 4000-153 Porto, Portugal",,,France,"
+351 22 028 0301",https://www.ecomassage.com/book-an-appointment
https://www.google.com/maps/place/Vila+Douro+Guesthouse/data=!4m10!3m9!1s0xd24ae10dcc90d5b:0xf04a4ba1d76bd2c1!5m2!4m1!1i2!8m2!3d41.1592261!4d-7.8873354!16s%2Fg%2F11m7ngmc4n!19sChIJWw3J3BCuJA0RwdJr16FLSvA?authuser=0&hl=fr&rclk=1,Vila Douro Guesthouse,,"
Rua Porta do Douro n1457, 5040-336 Mesão Frio, Portugal",,,France,"
+351 927 591 395",http://www.viladouroguesthouse.pt/
https://www.google.com/maps/place/Sauna+Thermas/data=!4m7!3m6!1s0xd2464fa522cc533:0x5bbe6599122646a9!8m2!3d41.1523119!4d-8.6075213!16s%2Fg%2F11b7dyps83!19sChIJM8UsUvpkJA0RqUYmEpllvls?authuser=0&hl=fr&rclk=1,Sauna Thermas,Sauna gay,"
R. Guedes de Azevedo 203 porta 205, 4000-273 Porto, Portugal",,,France,"
+351 22 205 7533",https://facebook.com/thermas205/
https://www.google.com/maps/place/Grapple+Hotel+%26+Spa/data=!4m10!3m9!1s0xd3b6f274f9f617d:0x9cc7f6a2f2465c70!5m2!4m1!1i2!8m2!3d41.2471316!4d-7.2952259!16s%2Fg%2F11sg_6fmqz!19sChIJfWGfTydvOw0RcFxG8qL2x5w?authuser=0&hl=fr&rclk=1,Grapple Hotel & Spa,,"
Rua da Sainça nº 357, 5140-080 Carrazeda de Ansiães, Portugal",,,France,"
+351 278 616 055",http://www.grapplehotel.pt/
https://www.google.com/maps/place/Casa+Vale+do+Douro/data=!4m10!3m9!1s0xd24afa753374391:0x6af8e7a43660eefb!5m2!4m1!1i2!8m2!3d41.1595666!4d-7.886185!16s%2Fg%2F11j01q0rb9!19sChIJkUM3U6evJA0R--5gNqTn-Go?authuser=0&hl=fr&rclk=1,Casa Vale do Douro,,"
Rua de Vale do Couto 319, 5040-315 Mesão Frio, Portugal",,,France,"
+351 913 005 352",https://www.booking.com/Share-wd5NvLD
https://www.google.com/maps/place/Vila+Marim+Country+Houses/data=!4m10!3m9!1s0xd24b20fc443f823:0xa15491d6ee53b229!5m2!4m1!1i2!8m2!3d41.1829425!4d-7.8594558!16s%2Fg%2F11b73kkbbq!19sChIJI_hDxA-yJA0RKbJT7taRVKE?authuser=0&hl=fr&rclk=1,Vila Marim Country Houses,,"
Rua de S. Mamede, 5040-448, Portugal",,,France,"
+351 254 331 229",https://www.vilamarimcountryhouses.com/
